ds,holiday
2016-03-01 11:59:59,First Tuesday
2016-04-05 11:59:59,First Tuesday
2016-05-03 11:59:59,First Tuesday
2016-06-07 11:59:59,First Tuesday
2016-07-05 11:59:59,First Tuesday
2016-08-02 11:59:59,First Tuesday
2016-09-06 11:59:59,First Tuesday
2016-10-04 11:59:59,First Tuesday
2016-11-01 11:59:59,First Tuesday
2016-12-06 11:59:59,First Tuesday
2017-01-03 11:59:59,First Tuesday
2017-02-07 11:59:59,First Tuesday
2017-03-07 11:59:59,First Tuesday
2017-04-04 11:59:59,First Tuesday
2017-05-02 11:59:59,First Tuesday
2014-02-04 11:59:59,First Tuesday
2014-03-04 11:59:59,First Tuesday
2014-04-01 11:59:59,First Tuesday
2014-05-06 11:59:59,First Tuesday
2014-06-03 11:59:59,First Tuesday
2014-07-01 11:59:59,First Tuesday
2014-08-05 11:59:59,First Tuesday
2014-01-07 11:59:59,First Tuesday
2014-09-02 11:59:59,First Tuesday-Sep
2014-10-07 11:59:59,First Tuesday-Oct
2014-11-04 11:59:59,First Tuesday-Nov
2014-12-02 11:59:59,First Tuesday-Dec
2015-01-06 11:59:59,First Tuesday-Jan
2015-02-03 11:59:59,First Tuesday-Feb
2015-03-03 11:59:59,First Tuesday-Mar
2015-04-07 11:59:59,First Tuesday-Apr
2015-05-05 11:59:59,First Tuesday-May
2015-06-02 11:59:59,First Tuesday-Jun
2015-07-07 11:59:59,First Tuesday-Jul
2015-08-04 11:59:59,First Tuesday-Aug
2015-09-01 11:59:59,First Tuesday-Sep
2015-10-06 11:59:59,First Tuesday-Oct
2015-11-03 11:59:59,First Tuesday-Nov
2015-12-01 11:59:59,First Tuesday-Dec
2016-01-05 11:59:59,First Tuesday-Jan
2016-02-02 11:59:59,First Tuesday-Feb
2016-03-01 11:59:59,First Tuesday-Mar
2016-04-05 11:59:59,First Tuesday-Apr
2016-05-03 11:59:59,First Tuesday-May
2016-06-07 11:59:59,First Tuesday-Jun
2016-07-05 11:59:59,First Tuesday-Jul
2016-08-02 11:59:59,First Tuesday-Aug
2016-09-06 11:59:59,First Tuesday-Sep
2016-10-04 11:59:59,First Tuesday-Oct
2016-11-01 11:59:59,First Tuesday-Nov
2016-12-06 11:59:59,First Tuesday-Dec
2017-01-03 11:59:59,First Tuesday-Jan
2017-02-07 11:59:59,First Tuesday-Feb
2017-03-07 11:59:59,First Tuesday-Mar
2017-04-04 11:59:59,First Tuesday-Apr
2017-05-02 11:59:59,First Tuesday-May
2014-02-04 11:59:59,First Tuesday-Feb
2014-03-04 11:59:59,First Tuesday-Mar
2014-04-01 11:59:59,First Tuesday-Apr
2014-05-06 11:59:59,First Tuesday-May
2014-06-03 11:59:59,First Tuesday-Jun
2014-07-01 11:59:59,First Tuesday-Jul
2014-08-05 11:59:59,First Tuesday-Aug
2014-01-07 11:59:59,First Tuesday-Jan
2014-09-03 11:59:59,First Wednesday
2014-10-01 11:59:59,First Wednesday
2014-11-05 11:59:59,First Wednesday
2014-12-03 11:59:59,First Wednesday
2015-01-07 11:59:59,First Wednesday
2015-02-04 11:59:59,First Wednesday
2015-03-04 11:59:59,First Wednesday
2015-04-01 11:59:59,First Wednesday
2015-05-06 11:59:59,First Wednesday
2015-06-03 11:59:59,First Wednesday
2015-07-01 11:59:59,First Wednesday
2015-08-05 11:59:59,First Wednesday
2015-09-02 11:59:59,First Wednesday
2015-10-07 11:59:59,First Wednesday
2015-11-04 11:59:59,First Wednesday
2015-12-02 11:59:59,First Wednesday
2016-01-06 11:59:59,First Wednesday
2016-02-03 11:59:59,First Wednesday
2016-03-02 11:59:59,First Wednesday
2016-04-06 11:59:59,First Wednesday
2016-05-04 11:59:59,First Wednesday
2016-06-01 11:59:59,First Wednesday
2016-07-06 11:59:59,First Wednesday
2016-08-03 11:59:59,First Wednesday
2016-09-07 11:59:59,First Wednesday
2016-10-05 11:59:59,First Wednesday
2016-11-02 11:59:59,First Wednesday
2016-12-07 11:59:59,First Wednesday
2017-01-04 11:59:59,First Wednesday
2017-02-01 11:59:59,First Wednesday
2017-03-01 11:59:59,First Wednesday
2017-04-05 11:59:59,First Wednesday
2017-05-03 11:59:59,First Wednesday
2014-02-05 11:59:59,First Wednesday
2014-03-05 11:59:59,First Wednesday
2014-04-02 11:59:59,First Wednesday
2014-05-07 11:59:59,First Wednesday
2014-06-04 11:59:59,First Wednesday
2014-07-02 11:59:59,First Wednesday
2014-08-06 11:59:59,First Wednesday
2014-01-01 11:59:59,First Wednesday
2014-09-03 11:59:59,First Wednesday-Sep
2014-10-01 11:59:59,First Wednesday-Oct
2014-11-05 11:59:59,First Wednesday-Nov
2014-12-03 11:59:59,First Wednesday-Dec
2015-01-07 11:59:59,First Wednesday-Jan
2015-02-04 11:59:59,First Wednesday-Feb
2015-03-04 11:59:59,First Wednesday-Mar
2015-04-01 11:59:59,First Wednesday-Apr
2015-05-06 11:59:59,First Wednesday-May
2015-06-03 11:59:59,First Wednesday-Jun
2015-07-01 11:59:59,First Wednesday-Jul
2015-08-05 11:59:59,First Wednesday-Aug
2015-09-02 11:59:59,First Wednesday-Sep
2015-10-07 11:59:59,First Wednesday-Oct
2015-11-04 11:59:59,First Wednesday-Nov
2015-12-02 11:59:59,First Wednesday-Dec
2016-01-06 11:59:59,First Wednesday-Jan
2016-02-03 11:59:59,First Wednesday-Feb
2016-03-02 11:59:59,First Wednesday-Mar
2016-04-06 11:59:59,First Wednesday-Apr
2016-05-04 11:59:59,First Wednesday-May
2016-06-01 11:59:59,First Wednesday-Jun
2016-07-06 11:59:59,First Wednesday-Jul
2016-08-03 11:59:59,First Wednesday-Aug
2016-09-07 11:59:59,First Wednesday-Sep
2016-10-05 11:59:59,First Wednesday-Oct
2016-11-02 11:59:59,First Wednesday-Nov
2016-12-07 11:59:59,First Wednesday-Dec
2017-01-04 11:59:59,First Wednesday-Jan
2017-02-01 11:59:59,First Wednesday-Feb
2017-03-01 11:59:59,First Wednesday-Mar
2017-04-05 11:59:59,First Wednesday-Apr
2017-05-03 11:59:59,First Wednesday-May
2014-02-05 11:59:59,First Wednesday-Feb
2014-03-05 11:59:59,First Wednesday-Mar
2014-04-02 11:59:59,First Wednesday-Apr
2014-05-07 11:59:59,First Wednesday-May
2014-06-04 11:59:59,First Wednesday-Jun
2014-07-02 11:59:59,First Wednesday-Jul
2014-08-06 11:59:59,First Wednesday-Aug
2014-01-01 11:59:59,First Wednesday-Jan
2014-09-04 11:59:59,First Thursday
2014-10-02 11:59:59,First Thursday
2014-11-06 11:59:59,First Thursday
2014-12-04 11:59:59,First Thursday
2015-01-01 11:59:59,First Thursday
2015-02-05 11:59:59,First Thursday
2015-03-05 11:59:59,First Thursday
2015-04-02 11:59:59,First Thursday
2015-05-07 11:59:59,First Thursday
2015-06-04 11:59:59,First Thursday
2015-07-02 11:59:59,First Thursday
2015-08-06 11:59:59,First Thursday
2015-09-03 11:59:59,First Thursday
2015-10-01 11:59:59,First Thursday
2015-11-05 11:59:59,First Thursday
2015-12-03 11:59:59,First Thursday
2016-01-07 11:59:59,First Thursday
2016-02-04 11:59:59,First Thursday
2016-03-03 11:59:59,First Thursday
2016-04-07 11:59:59,First Thursday
2016-05-05 11:59:59,First Thursday
2016-06-02 11:59:59,First Thursday
2016-07-07 11:59:59,First Thursday
2016-08-04 11:59:59,First Thursday
2016-09-01 11:59:59,First Thursday
2016-10-06 11:59:59,First Thursday
2016-11-03 11:59:59,First Thursday
2016-12-01 11:59:59,First Thursday
2017-01-05 11:59:59,First Thursday
2017-02-02 11:59:59,First Thursday
2017-03-02 11:59:59,First Thursday
2017-04-06 11:59:59,First Thursday
2017-05-04 11:59:59,First Thursday
2014-02-06 11:59:59,First Thursday
2014-03-06 11:59:59,First Thursday
2014-04-03 11:59:59,First Thursday
2014-05-01 11:59:59,First Thursday
2014-06-05 11:59:59,First Thursday
2014-07-03 11:59:59,First Thursday
2014-08-07 11:59:59,First Thursday
2014-01-02 11:59:59,First Thursday
2014-09-04 11:59:59,First Thursday-Sep
2014-10-02 11:59:59,First Thursday-Oct
2014-11-06 11:59:59,First Thursday-Nov
2014-12-04 11:59:59,First Thursday-Dec
2015-01-01 11:59:59,First Thursday-Jan
2015-02-05 11:59:59,First Thursday-Feb
2015-03-05 11:59:59,First Thursday-Mar
2015-04-02 11:59:59,First Thursday-Apr
2015-05-07 11:59:59,First Thursday-May
2015-06-04 11:59:59,First Thursday-Jun
2015-07-02 11:59:59,First Thursday-Jul
2015-08-06 11:59:59,First Thursday-Aug
2015-09-03 11:59:59,First Thursday-Sep
2015-10-01 11:59:59,First Thursday-Oct
2015-11-05 11:59:59,First Thursday-Nov
2015-12-03 11:59:59,First Thursday-Dec
2016-01-07 11:59:59,First Thursday-Jan
2016-02-04 11:59:59,First Thursday-Feb
2016-03-03 11:59:59,First Thursday-Mar
2016-04-07 11:59:59,First Thursday-Apr
2016-05-05 11:59:59,First Thursday-May
2016-06-02 11:59:59,First Thursday-Jun
2016-07-07 11:59:59,First Thursday-Jul
2016-08-04 11:59:59,First Thursday-Aug
2016-09-01 11:59:59,First Thursday-Sep
2016-10-06 11:59:59,First Thursday-Oct
2016-11-03 11:59:59,First Thursday-Nov
2016-12-01 11:59:59,First Thursday-Dec
2017-01-05 11:59:59,First Thursday-Jan
2017-02-02 11:59:59,First Thursday-Feb
2017-03-02 11:59:59,First Thursday-Mar
2017-04-06 11:59:59,First Thursday-Apr
2017-05-04 11:59:59,First Thursday-May
2014-02-06 11:59:59,First Thursday-Feb
2014-03-06 11:59:59,First Thursday-Mar
2014-04-03 11:59:59,First Thursday-Apr
2014-05-01 11:59:59,First Thursday-May
2014-06-05 11:59:59,First Thursday-Jun
2014-07-03 11:59:59,First Thursday-Jul
2014-08-07 11:59:59,First Thursday-Aug
2014-01-02 11:59:59,First Thursday-Jan
2014-09-05 11:59:59,First Friday
2014-10-03 11:59:59,First Friday
2014-11-07 11:59:59,First Friday
2014-12-05 11:59:59,First Friday
2015-01-02 11:59:59,First Friday
2015-02-06 11:59:59,First Friday
2015-03-06 11:59:59,First Friday
2015-04-03 11:59:59,First Friday
2015-05-01 11:59:59,First Friday
2015-06-05 11:59:59,First Friday
2015-07-03 11:59:59,First Friday
2015-08-07 11:59:59,First Friday
2015-09-04 11:59:59,First Friday
2015-10-02 11:59:59,First Friday
2015-11-06 11:59:59,First Friday
2015-12-04 11:59:59,First Friday
2016-01-01 11:59:59,First Friday
2016-02-05 11:59:59,First Friday
2016-03-04 11:59:59,First Friday
2016-04-01 11:59:59,First Friday
2016-05-06 11:59:59,First Friday
2016-06-03 11:59:59,First Friday
2016-07-01 11:59:59,First Friday
2016-08-05 11:59:59,First Friday
2016-09-02 11:59:59,First Friday
2016-10-07 11:59:59,First Friday
2016-11-04 11:59:59,First Friday
2016-12-02 11:59:59,First Friday
2017-01-06 11:59:59,First Friday
2017-02-03 11:59:59,First Friday
2017-03-03 11:59:59,First Friday
2017-04-07 11:59:59,First Friday
2017-05-05 11:59:59,First Friday
2014-02-07 11:59:59,First Friday
2014-03-07 11:59:59,First Friday
2014-04-04 11:59:59,First Friday
2014-05-02 11:59:59,First Friday
2014-06-06 11:59:59,First Friday
2014-07-04 11:59:59,First Friday
2014-08-01 11:59:59,First Friday
2014-01-03 11:59:59,First Friday
2014-09-05 11:59:59,First Friday-Sep
2014-10-03 11:59:59,First Friday-Oct
2014-11-07 11:59:59,First Friday-Nov
2014-12-05 11:59:59,First Friday-Dec
2015-01-02 11:59:59,First Friday-Jan
2015-02-06 11:59:59,First Friday-Feb
2015-03-06 11:59:59,First Friday-Mar
2015-04-03 11:59:59,First Friday-Apr
2015-05-01 11:59:59,First Friday-May
2015-06-05 11:59:59,First Friday-Jun
2015-07-03 11:59:59,First Friday-Jul
2015-08-07 11:59:59,First Friday-Aug
2015-09-04 11:59:59,First Friday-Sep
2015-10-02 11:59:59,First Friday-Oct
2015-11-06 11:59:59,First Friday-Nov
2015-12-04 11:59:59,First Friday-Dec
2016-01-01 11:59:59,First Friday-Jan
2016-02-05 11:59:59,First Friday-Feb
2016-03-04 11:59:59,First Friday-Mar
2016-04-01 11:59:59,First Friday-Apr
2016-05-06 11:59:59,First Friday-May
2016-06-03 11:59:59,First Friday-Jun
2016-07-01 11:59:59,First Friday-Jul
2016-08-05 11:59:59,First Friday-Aug
2016-09-02 11:59:59,First Friday-Sep
2016-10-07 11:59:59,First Friday-Oct
2016-11-04 11:59:59,First Friday-Nov
2016-12-02 11:59:59,First Friday-Dec
2017-01-06 11:59:59,First Friday-Jan
2017-02-03 11:59:59,First Friday-Feb
2017-03-03 11:59:59,First Friday-Mar
2017-04-07 11:59:59,First Friday-Apr
2017-05-05 11:59:59,First Friday-May
2014-02-07 11:59:59,First Friday-Feb
2014-03-07 11:59:59,First Friday-Mar
2014-04-04 11:59:59,First Friday-Apr
2014-05-02 11:59:59,First Friday-May
2014-06-06 11:59:59,First Friday-Jun
2014-07-04 11:59:59,First Friday-Jul
2014-08-01 11:59:59,First Friday-Aug
2014-01-03 11:59:59,First Friday-Jan
2014-09-06 11:59:59,First Saturday
2014-10-04 11:59:59,First Saturday
2014-11-01 11:59:59,First Saturday
2014-12-06 11:59:59,First Saturday
2015-01-03 11:59:59,First Saturday
2015-02-07 11:59:59,First Saturday
2015-03-07 11:59:59,First Saturday
2015-04-04 11:59:59,First Saturday
2015-05-02 11:59:59,First Saturday
2015-06-06 11:59:59,First Saturday
2015-07-04 11:59:59,First Saturday
2015-08-01 11:59:59,First Saturday
2015-09-05 11:59:59,First Saturday
2015-10-03 11:59:59,First Saturday
2015-11-07 11:59:59,First Saturday
2015-12-05 11:59:59,First Saturday
2016-01-02 11:59:59,First Saturday
2016-02-06 11:59:59,First Saturday
2016-03-05 11:59:59,First Saturday
2016-04-02 11:59:59,First Saturday
2016-05-07 11:59:59,First Saturday
2016-06-04 11:59:59,First Saturday
2016-07-02 11:59:59,First Saturday
2016-08-06 11:59:59,First Saturday
2016-09-03 11:59:59,First Saturday
2016-10-01 11:59:59,First Saturday
2016-11-05 11:59:59,First Saturday
2016-12-03 11:59:59,First Saturday
2017-01-07 11:59:59,First Saturday
2017-02-04 11:59:59,First Saturday
2017-03-04 11:59:59,First Saturday
2017-04-01 11:59:59,First Saturday
2017-05-06 11:59:59,First Saturday
2014-02-01 11:59:59,First Saturday
2014-03-01 11:59:59,First Saturday
2014-04-05 11:59:59,First Saturday
2014-05-03 11:59:59,First Saturday
2014-06-07 11:59:59,First Saturday
2014-07-05 11:59:59,First Saturday
2014-08-02 11:59:59,First Saturday
2014-01-04 11:59:59,First Saturday
2014-09-06 11:59:59,First Saturday-Sep
2014-10-04 11:59:59,First Saturday-Oct
2014-11-01 11:59:59,First Saturday-Nov
2014-12-06 11:59:59,First Saturday-Dec
2015-01-03 11:59:59,First Saturday-Jan
2015-02-07 11:59:59,First Saturday-Feb
2015-03-07 11:59:59,First Saturday-Mar
2015-04-04 11:59:59,First Saturday-Apr
2015-05-02 11:59:59,First Saturday-May
2015-06-06 11:59:59,First Saturday-Jun
2015-07-04 11:59:59,First Saturday-Jul
2015-08-01 11:59:59,First Saturday-Aug
2015-09-05 11:59:59,First Saturday-Sep
2015-10-03 11:59:59,First Saturday-Oct
2015-11-07 11:59:59,First Saturday-Nov
2015-12-05 11:59:59,First Saturday-Dec
2016-01-02 11:59:59,First Saturday-Jan
2016-02-06 11:59:59,First Saturday-Feb
2016-03-05 11:59:59,First Saturday-Mar
2016-04-02 11:59:59,First Saturday-Apr
2016-05-07 11:59:59,First Saturday-May
2016-06-04 11:59:59,First Saturday-Jun
2016-07-02 11:59:59,First Saturday-Jul
2016-08-06 11:59:59,First Saturday-Aug
2016-09-03 11:59:59,First Saturday-Sep
2016-10-01 11:59:59,First Saturday-Oct
2016-11-05 11:59:59,First Saturday-Nov
2016-12-03 11:59:59,First Saturday-Dec
2017-01-07 11:59:59,First Saturday-Jan
2017-02-04 11:59:59,First Saturday-Feb
2017-03-04 11:59:59,First Saturday-Mar
2017-04-01 11:59:59,First Saturday-Apr
2017-05-06 11:59:59,First Saturday-May
2014-02-01 11:59:59,First Saturday-Feb
2014-03-01 11:59:59,First Saturday-Mar
2014-04-05 11:59:59,First Saturday-Apr
2014-05-03 11:59:59,First Saturday-May
2014-06-07 11:59:59,First Saturday-Jun
2014-07-05 11:59:59,First Saturday-Jul
2014-08-02 11:59:59,First Saturday-Aug
2014-01-04 11:59:59,First Saturday-Jan
2014-09-07 11:59:59,First Sunday
2014-10-05 11:59:59,First Sunday
2014-11-02 11:59:59,First Sunday
2014-12-07 11:59:59,First Sunday
2015-01-04 11:59:59,First Sunday
2015-02-01 11:59:59,First Sunday
2015-03-01 11:59:59,First Sunday
2015-04-05 11:59:59,First Sunday
2015-05-03 11:59:59,First Sunday
2015-06-07 11:59:59,First Sunday
2015-07-05 11:59:59,First Sunday
2015-08-02 11:59:59,First Sunday
2015-09-06 11:59:59,First Sunday
2015-10-04 11:59:59,First Sunday
2015-11-01 11:59:59,First Sunday
2015-12-06 11:59:59,First Sunday
2016-01-03 11:59:59,First Sunday
2016-02-07 11:59:59,First Sunday
2016-03-06 11:59:59,First Sunday
2016-04-03 11:59:59,First Sunday
2016-05-01 11:59:59,First Sunday
2016-06-05 11:59:59,First Sunday
2016-07-03 11:59:59,First Sunday
2016-08-07 11:59:59,First Sunday
2016-09-04 11:59:59,First Sunday
2016-10-02 11:59:59,First Sunday
2016-11-06 11:59:59,First Sunday
2016-12-04 11:59:59,First Sunday
2017-01-01 11:59:59,First Sunday
2017-02-05 11:59:59,First Sunday
2017-03-05 11:59:59,First Sunday
2017-04-02 11:59:59,First Sunday
2017-05-07 11:59:59,First Sunday
2014-02-02 11:59:59,First Sunday
2014-03-02 11:59:59,First Sunday
2014-04-06 11:59:59,First Sunday
2014-05-04 11:59:59,First Sunday
2014-06-01 11:59:59,First Sunday
2014-07-06 11:59:59,First Sunday
2014-08-03 11:59:59,First Sunday
2014-01-05 11:59:59,First Sunday
2014-09-07 11:59:59,First Sunday-Sep
2014-10-05 11:59:59,First Sunday-Oct
2014-11-02 11:59:59,First Sunday-Nov
2014-12-07 11:59:59,First Sunday-Dec
2015-01-04 11:59:59,First Sunday-Jan
2015-02-01 11:59:59,First Sunday-Feb
2015-03-01 11:59:59,First Sunday-Mar
2015-04-05 11:59:59,First Sunday-Apr
2015-05-03 11:59:59,First Sunday-May
2015-06-07 11:59:59,First Sunday-Jun
2015-07-05 11:59:59,First Sunday-Jul
2015-08-02 11:59:59,First Sunday-Aug
2015-09-06 11:59:59,First Sunday-Sep
2015-10-04 11:59:59,First Sunday-Oct
2015-11-01 11:59:59,First Sunday-Nov
2015-12-06 11:59:59,First Sunday-Dec
2016-01-03 11:59:59,First Sunday-Jan
2016-02-07 11:59:59,First Sunday-Feb
2016-03-06 11:59:59,First Sunday-Mar
2016-04-03 11:59:59,First Sunday-Apr
2016-05-01 11:59:59,First Sunday-May
2016-06-05 11:59:59,First Sunday-Jun
2016-07-03 11:59:59,First Sunday-Jul
2016-08-07 11:59:59,First Sunday-Aug
2016-09-04 11:59:59,First Sunday-Sep
2016-10-02 11:59:59,First Sunday-Oct
2016-11-06 11:59:59,First Sunday-Nov
2016-12-04 11:59:59,First Sunday-Dec
2017-01-01 11:59:59,First Sunday-Jan
2017-02-05 11:59:59,First Sunday-Feb
2017-03-05 11:59:59,First Sunday-Mar
2017-04-02 11:59:59,First Sunday-Apr
2017-05-07 11:59:59,First Sunday-May
2014-02-02 11:59:59,First Sunday-Feb
2014-03-02 11:59:59,First Sunday-Mar
2014-04-06 11:59:59,First Sunday-Apr
2014-05-04 11:59:59,First Sunday-May
2014-06-01 11:59:59,First Sunday-Jun
2014-07-06 11:59:59,First Sunday-Jul
2014-08-03 11:59:59,First Sunday-Aug
2014-01-05 11:59:59,First Sunday-Jan
2014-08-29 11:59:59,Last Friday
2014-09-26 11:59:59,Last Friday
2014-10-31 11:59:59,Last Friday
2014-11-28 11:59:59,Last Friday
2014-12-26 11:59:59,Last Friday
2015-01-30 11:59:59,Last Friday
2015-02-27 11:59:59,Last Friday
2015-03-27 11:59:59,Last Friday
2015-04-24 11:59:59,Last Friday
2015-05-29 11:59:59,Last Friday
2015-06-26 11:59:59,Last Friday
2015-07-31 11:59:59,Last Friday
2015-08-28 11:59:59,Last Friday
2015-09-25 11:59:59,Last Friday
2015-10-30 11:59:59,Last Friday
2015-11-27 11:59:59,Last Friday
2015-12-25 11:59:59,Last Friday
2016-01-29 11:59:59,Last Friday
2016-02-26 11:59:59,Last Friday
2016-03-25 11:59:59,Last Friday
2016-04-29 11:59:59,Last Friday
2016-05-27 11:59:59,Last Friday
2016-06-24 11:59:59,Last Friday
2016-07-29 11:59:59,Last Friday
2016-08-26 11:59:59,Last Friday
2016-09-30 11:59:59,Last Friday
2016-10-28 11:59:59,Last Friday
2016-11-25 11:59:59,Last Friday
2016-12-30 11:59:59,Last Friday
2017-01-27 11:59:59,Last Friday
2017-02-24 11:59:59,Last Friday
2017-03-31 11:59:59,Last Friday
2017-04-28 11:59:59,Last Friday
2017-05-26 11:59:59,Last Friday
2017-06-30 11:59:59,Last Friday
2017-07-28 11:59:59,Last Friday
2014-01-31 11:59:59,Last Friday
2014-02-28 11:59:59,Last Friday
2014-03-28 11:59:59,Last Friday
2014-04-25 11:59:59,Last Friday
2014-05-30 11:59:59,Last Friday
2014-06-27 11:59:59,Last Friday
2014-07-25 11:59:59,Last Friday
2014-08-29 11:59:59,Last Friday-Aug
2014-09-26 11:59:59,Last Friday-Sep
2014-10-31 11:59:59,Last Friday-Oct
2014-11-28 11:59:59,Last Friday-Nov
2014-12-26 11:59:59,Last Friday-Dec
2015-01-30 11:59:59,Last Friday-Jan
2015-02-27 11:59:59,Last Friday-Feb
2015-03-27 11:59:59,Last Friday-Mar
2015-04-24 11:59:59,Last Friday-Apr
2015-05-29 11:59:59,Last Friday-May
2015-06-26 11:59:59,Last Friday-Jun
2015-07-31 11:59:59,Last Friday-Jul
2015-08-28 11:59:59,Last Friday-Aug
2015-09-25 11:59:59,Last Friday-Sep
2015-10-30 11:59:59,Last Friday-Oct
2015-11-27 11:59:59,Last Friday-Nov
2015-12-25 11:59:59,Last Friday-Dec
2016-01-29 11:59:59,Last Friday-Jan
2016-02-26 11:59:59,Last Friday-Feb
2016-03-25 11:59:59,Last Friday-Mar
2016-04-29 11:59:59,Last Friday-Apr
2016-05-27 11:59:59,Last Friday-May
2016-06-24 11:59:59,Last Friday-Jun
2016-07-29 11:59:59,Last Friday-Jul
2016-08-26 11:59:59,Last Friday-Aug
2016-09-30 11:59:59,Last Friday-Sep
2016-10-28 11:59:59,Last Friday-Oct
2016-11-25 11:59:59,Last Friday-Nov
2016-12-30 11:59:59,Last Friday-Dec
2017-01-27 11:59:59,Last Friday-Jan
2017-02-24 11:59:59,Last Friday-Feb
2017-03-31 11:59:59,Last Friday-Mar
2017-04-28 11:59:59,Last Friday-Apr
2017-05-26 11:59:59,Last Friday-May
2017-06-30 11:59:59,Last Friday-Jun
2017-07-28 11:59:59,Last Friday-Jul
2014-01-31 11:59:59,Last Friday-Jan
2014-02-28 11:59:59,Last Friday-Feb
2014-03-28 11:59:59,Last Friday-Mar
2014-04-25 11:59:59,Last Friday-Apr
2014-05-30 11:59:59,Last Friday-May
2014-06-27 11:59:59,Last Friday-Jun
2014-07-25 11:59:59,Last Friday-Jul
2014-08-28 11:59:59,Last Thursday
2014-09-25 11:59:59,Last Thursday
2014-10-30 11:59:59,Last Thursday
2014-11-27 11:59:59,Last Thursday
2014-12-25 11:59:59,Last Thursday
2015-01-29 11:59:59,Last Thursday
2015-02-26 11:59:59,Last Thursday
2015-03-26 11:59:59,Last Thursday
2015-04-30 11:59:59,Last Thursday
2015-05-28 11:59:59,Last Thursday
2015-06-25 11:59:59,Last Thursday
2015-07-30 11:59:59,Last Thursday
2015-08-27 11:59:59,Last Thursday
2015-09-24 11:59:59,Last Thursday
2015-10-29 11:59:59,Last Thursday
2015-11-26 11:59:59,Last Thursday
2015-12-31 11:59:59,Last Thursday
2016-01-28 11:59:59,Last Thursday
2016-02-25 11:59:59,Last Thursday
2016-03-31 11:59:59,Last Thursday
2016-04-28 11:59:59,Last Thursday
2016-05-26 11:59:59,Last Thursday
2016-06-30 11:59:59,Last Thursday
2016-07-28 11:59:59,Last Thursday
2016-08-25 11:59:59,Last Thursday
2016-09-29 11:59:59,Last Thursday
2016-10-27 11:59:59,Last Thursday
2016-11-24 11:59:59,Last Thursday
2016-12-29 11:59:59,Last Thursday
2017-01-26 11:59:59,Last Thursday
2017-02-23 11:59:59,Last Thursday
2017-03-30 11:59:59,Last Thursday
2017-04-27 11:59:59,Last Thursday
2017-05-25 11:59:59,Last Thursday
2017-06-29 11:59:59,Last Thursday
2017-07-27 11:59:59,Last Thursday
2014-01-30 11:59:59,Last Thursday
2014-02-27 11:59:59,Last Thursday
2014-03-27 11:59:59,Last Thursday
2014-04-24 11:59:59,Last Thursday
2014-05-29 11:59:59,Last Thursday
2014-06-26 11:59:59,Last Thursday
2014-07-31 11:59:59,Last Thursday
2014-08-28 11:59:59,Last Thursday-Aug
2014-09-25 11:59:59,Last Thursday-Sep
2014-10-30 11:59:59,Last Thursday-Oct
2014-11-27 11:59:59,Last Thursday-Nov
2014-12-25 11:59:59,Last Thursday-Dec
2015-01-29 11:59:59,Last Thursday-Jan
2015-02-26 11:59:59,Last Thursday-Feb
2015-03-26 11:59:59,Last Thursday-Mar
2015-04-30 11:59:59,Last Thursday-Apr
2015-05-28 11:59:59,Last Thursday-May
2015-06-25 11:59:59,Last Thursday-Jun
2015-07-30 11:59:59,Last Thursday-Jul
2015-08-27 11:59:59,Last Thursday-Aug
2015-09-24 11:59:59,Last Thursday-Sep
2015-10-29 11:59:59,Last Thursday-Oct
2015-11-26 11:59:59,Last Thursday-Nov
2015-12-31 11:59:59,Last Thursday-Dec
2016-01-28 11:59:59,Last Thursday-Jan
2016-02-25 11:59:59,Last Thursday-Feb
2016-03-31 11:59:59,Last Thursday-Mar
2016-04-28 11:59:59,Last Thursday-Apr
2016-05-26 11:59:59,Last Thursday-May
2016-06-30 11:59:59,Last Thursday-Jun
2016-07-28 11:59:59,Last Thursday-Jul
2016-08-25 11:59:59,Last Thursday-Aug
2016-09-29 11:59:59,Last Thursday-Sep
2016-10-27 11:59:59,Last Thursday-Oct
2016-11-24 11:59:59,Last Thursday-Nov
2016-12-29 11:59:59,Last Thursday-Dec
2017-01-26 11:59:59,Last Thursday-Jan
2017-02-23 11:59:59,Last Thursday-Feb
2017-03-30 11:59:59,Last Thursday-Mar
2017-04-27 11:59:59,Last Thursday-Apr
2017-05-25 11:59:59,Last Thursday-May
2017-06-29 11:59:59,Last Thursday-Jun
2017-07-27 11:59:59,Last Thursday-Jul
2014-01-30 11:59:59,Last Thursday-Jan
2014-02-27 11:59:59,Last Thursday-Feb
2014-03-27 11:59:59,Last Thursday-Mar
2014-04-24 11:59:59,Last Thursday-Apr
2014-05-29 11:59:59,Last Thursday-May
2014-06-26 11:59:59,Last Thursday-Jun
2014-07-31 11:59:59,Last Thursday-Jul
2014-08-27 11:59:59,Last Wednesday
2014-09-24 11:59:59,Last Wednesday
2014-10-29 11:59:59,Last Wednesday
2014-11-26 11:59:59,Last Wednesday
2014-12-31 11:59:59,Last Wednesday
2015-01-28 11:59:59,Last Wednesday
2015-02-25 11:59:59,Last Wednesday
2015-03-25 11:59:59,Last Wednesday
2015-04-29 11:59:59,Last Wednesday
2015-05-27 11:59:59,Last Wednesday
2015-06-24 11:59:59,Last Wednesday
2015-07-29 11:59:59,Last Wednesday
2015-08-26 11:59:59,Last Wednesday
2015-09-30 11:59:59,Last Wednesday
